,comp_name,job_title,city,posting_url,salary_estimate,lat,lng,type,job_cat
4643,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2-AdyPWJKQlmilXq1EXfxLQJyKnQzMWlbkEK2gS_nzu5SVrIfWWHwGIbzqwh6MJ95FtHJYZTAwrn2OOCsAgX-E-JROH__8XZOID_aJzmgHugJHKYsO6jukdBSrOaBgC5WxKBDYtZ9nSiWqJs1t02YMKbKxW3MiCip7R0KwSzp7lxvEa_TRZjSrdPT1tTcagfS1pmTWu0zqWt9suwsppnSzz8mt1hwwuWEHNQj9fxtIXerfouVs9K6GAaf5ogAm19g3hpT1Fsm57P_SO-WlDgSaG98Tiv0__5X5JWioLaWAoCGkW_ny26mNPMm2bRXRT1D3Qsa5XJ9oFFTZYRNOLEAjvMOc8aKG8WR&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
4644,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXtnq9IynOG-crpn7TNZW2k_qtsGVVBdWD7dgQk_YD9r42gBtMkVSxqgm8EnXN4YkAhEQEB839ODRgXNrRUA137h5Yc3xxvaDVBhzO3yuwxat4CN4ku7v8T8-LxzdCV7tm0KS1sRqIZ950JaWZUqf4mCI5FBK8q5dDf9nfG12mkDHLw54eryGBzhPsIjWg2E7OnpB8Q41lxt1eZDGvcx77DmCQsNEgPAZaZ_nhMaina1W_kLUjcY9-p6bKGhYezzbb7ViqaUGpuw10ih9zmd-rp4kh-5mfLi9wki6-fynOetTYs9VL8OGp419FJHVyVW9qxIos5gFFM5yxANo2ykVXWn0amG27FQ_Ai61eZAVbTAI=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
4645,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEu18xkx6yShHyKKtBFMT6qWGxGwiXNdq25FiXgxW-P53yLlhV4g6KOOyxyJLqXUhaO5RpEzowEJobSvP9DRuXzpDYLB3W9hrH5JmOkj0yBGfmIBc0bn48vBEqRGmQBzaVXoQO5G-SSZ90PekBsGK899_W5vtfiZW095-GFJsBMEz7HTs2pNBKVL32sxdqWRMIN8Pfq1reuoWtocNObOnTCnMUbTMZjqVKEr9KlMKFV4z1hg8IGhFM1PpXv3f6ITUEz_nCCixqrhaFSfs2FMp524TGQe0iL88imkDsE-QtG3C4nQuHrxu9lS1pMsm2yODlG2rj7Z3TSFua2Soum3TYSmg==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
4646,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLe0UWI3jTQHfWTJYK-0Ao9njob9OCBNhCNaJUkEIlEdtJDiCBymBacZCj6nZgVSbZrhB7HksgFnwu6RKGvMby6C5m7E9iZV3M7jGjl6ko5_IPrUW2Gz3Ge2vBNnUQ4xdM4qQAZ4AuhVpCjxaxqKSbD8wx_qS0hEhE0PdQDPb_An2Og6yxVYwRkse52D9TdtjFxcXFvNYqoBRlkn2UOqRN7ErYpttFeXf4Z9EBqkdYyP3IKE3ZdjXPx-rh2Dt39kyN6DgTwjdX3eQjlMm8Yv_toLRjk7743c_J5EcReIR0RYMykAjmnMy5F1oc9r7nwJ-sNHdHHyCDSIRG1DwO_0VsN_NQkv1HWS8x6jr7LiYxOdQ=&p=3&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
4647,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-evlMp3q2wTr9vGaQiWtFstEyUAvVNlQ-lHWRqg3JVH0q4zs4hkSRwBvHfSwFzAOIyE45IYxufZlV2Xe8bbYacMnLnLzGZAv5hbzyjCSRS2l4aP0usUNV0DEmmwmCI9yL0wpC7amOJfUFV3W3iYPyaItZ9D2CAV8sBNLpOttPdVxjzjwWnfST88mI6VmVhrZDpve9EiXNLYneJCCde1I2rLVzPBRQls1UIholYgoAuQTsY3IRyGG5WwgUMjAgVcnr0HaHQcwp5fsiIv1036fnDyFbOtonNY3rS9r6DFK_pw-haN5dBrHEGE7aKpGoyBEEfjbYWiKDhP8qmD5Eg-fRDW3p25uEuOwuno=&p=4&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
4648,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RvPkmC5JGrQrf7MXnvWWQ-31syKkG-3MCeyl6EQ3fUCLyi3F5TN7gdocComEWno5N_UjnjUx_7469Nqa7-4S_jlCEBy8nso8f7V686kv9Ge-4hTE6-qm6yDr4vqiKMrZBeKUKRce1Z2ZP0Ri3dL6RDhlwhpux2TLzGFWYyLk3zK0xnYQrMe-J20csquSHqenEGvVenqfWMqVmD3A1PGBxmZoVmXRmYphEOFYzxHtwuDFu3CSbpyVVwoxoBp1u-2kaZyS8jfNUf_QLOxfugQkG1pxu0yeSTwU_7XBma5zFhLB7Oe713PQ-1d0BaiwUa-cEbZp6KijYncuaaVvwOtHeqSLjb3h09OBduGGSYHdR2m0=&p=5&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
4649,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WTbMaovN8axTHyYb4oSX8m4zd4wuLxG_uKjz5TsxOA2EICITv0HPUOMGuD_dE5vwHUNFSinIDC7AbhsMBQsirIX-I1j211t18Ehg2dURH1ILopoNo5T9nJn7dfTUzZztSRXGpFEqjnlRSUUJ43jKp56KfikZOocDP0cICjAs9ez_FEyPahSbytyofVrK0w0ysFJTYKa477WKgl3GhWeJ3Obw8XQv678SvSBxcd6qrLkMvwV_TSicBUpU3K_Qu1IilmdrJjQ31NCio7xN77SNxMPZj8PcqEjoVFgkdXtGGmqGsDSLUMJqa51BnL6muiNJkXitww4LTy6wSDACMihoh5rIhz2fpzW4xq9dARxwobnc9CBtlBd6qLLI1pbJ9AYav&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
4650,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGfYvag2NSP24FDEMeOnVTixtifQGCBc_9LoC14YyBTjq7LsHVVxsev2DmPZ3_FNQmPnh9hUwnQtPzzR54uAn28vKa21HwPzgIQKsebh-zRw_4Xp8OhUf9xdyKl1AjinIpKKRGBo4rjfxsDPOrW4lcUXmX-ULigkU5WmlU3vOd6ZTazF-Y6LTiragxpf7hKVYi2veWzCqvKNvQWHvSaGGOVruBhJDnfb2AOrek0LH6Wtfbul4gxzCL2ZMHQsWsHKzGEXGpVtKm7__whcs5JZFK1KO2_oc6fiRS_uJ6jm-8YjpxMH1gwEIB6L_qJB2ywY8iXCZeSHF97WziyGagMPnJP745kqxr5kZta3TtGWo2vBgVGUA-Jax0XzilvhYNs9LoTQotd--zEJi-FK-Rah6PZ_2oYwIuLVrbJcRhyHSVy_Sppq9FIq74CsYIC-GP3_-Gshnt846go0Y=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
4651,ALOM Technologies,Data Analyst,"Fremont, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKX8Ly9Su4u7-E_iwX0TUS6BcV45_p-Corjom3hBaTnmPEalDKrG5iKXJu48gG1FaCnLp3JpOnCuZGo0yDeMWlR6NWrS3yBWZL0uoaTzuefzSF_1jTp-kCaI1VyYli0RPzcLbpBFw4XW0MHXJVsGn_iQJ6XZlAjXaBVicikUQN6vKIy75BgT-0KhFiTt8VD73I3L1CeFo8_9W_j-d5hYl4KrQK__ULyaG6XQBiZtfN2PLdJqzXcIdAWZSRAqdNG7lMTcELNONhjFtO-r4OlD6SjHXG38Jq5lIOFdPVkE_tRh6-317JEzt2hj2DJMcIbVhoAYZyKP9jlU2Vorh5lTqwox_Bs_7AtLRgDJjsKn2XkFKlZYHWxpsaDY2yd6CEYDNbiFd15dAaXEv0lSC_ujvOwAGz3YaHAH_Cus5yEN-4jKwsBHoul4C_0JVpj7A_mPdv07SRtn1zZwXJI7f7OZ_v_lNCfrDFFf7pP0e-_h06g==&p=8&fvj=1&vjs=3,Salary Estimate not available,37.5482697,-121.9885719,Full Time,Data Analyst
4702,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2e2-8BXyfZrR0aFC-2AvR-7BjJADUWLkjypDjFFAODdcHPJXybPAKkmCKgr63CvWYpK8GirAj7OvuO3PXJy3cCU9uJ4wgJa0738CIBjNfH9zMf4noY68T3VpWNXG0J-0KH2bDvYDPb2AP-piDQqj0ntfGjQEnOz7whi_AYzGe5KfpMNFdBWvvdcuZz-ZMTlWzO9dVAWxlYyHBEkNLwvms3ao3Zp7E1LFAgd7AT1-IrXJ8px2PLq32cElkmj87WmoUNb0koNNB_ED3jPy9DH_7tG-yzolDO7bSGqVu6LQ4VsIilkWkBXSWXBLu5Kvkplx0fFpvLBqxNm9kHWSb38kd1Dq90x6fwHYQ&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
4703,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLe0UWI3jTQHfO3DfEmO8JSx2WIFkt-O22pOwAja0dKoCL0mNH8EcaOHGBvpHpgPJmbIWxJAQVNpvFaeLf_T9DWEpH6VVFSc1D3Hes-M_2lJV753kIPYSxeLQtZscbRPQTSmxamxJoFKYg_2SywAP4sU0-3AE1FlMa-7KcgqhIbiNPSE3mgQOSF9MboagxQlOzBHQKAxg7lou7bpK04hfbpq8Z-V0RgZTH-M-BPvHKvnFeiS-QrJ4JM9zpbsoew-OI47hKMLCFoVop9cVArfOooN48n_rYW4fnmwHNFhy8IuJuOHajmkX7OdIPXAsYlCR71MYEBXKRn1eEMR2oW5Fhbm679R2iuFO-yugzpwwk184=&p=1&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
4704,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGA1_XYsudBR3iDh4iPV-cV9gKNkuEcer739reEHRXjbII7Jy14jUtn84osLF8M8p0YG9hXcaGeBH6Bh9zUTiQn-o0JloZHqPto3Ih4kT3yB0IQY__9Pz7U_1zElc9B3xHw3L1ykYgnj0Rwtu_PrppstwaLVtxyMbuearRS2b0x8v8aVYi4oFMoSiVj8CeC1Aiio-D2NYBHjKSY3uAgySVnxGWcaxYzvtuGpweeqZYZIJAjptk4_g55u-SFgB0nwy3BgXrd6qj9-3AcXaJC-wpQ80F6RWnwSJ59iJL14IlaeautLyZkMIhkprFG93iATOi7fqxigZeQSjSYh7h_xgefsQIhh04gpmBpD9epEmdj93ZPY1blf7gHg2jifkp98SDAes3E66DoBQy1HE5N8EpoS8HZqwDCU9qaSXW5zbMTvdVqTr7vBHKz4G0Oy07hz60PDwTC6_JA7w=&p=2&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
4705,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RvPkmC5JGrQoRzPf4hxhxAcQCYJDCU_rDbF5p_QIS99q5hqgsaIiM5fOcuCyyrhD2Mm-P1u9wkOny4MqXzanh3ViaFd3BLiRAr5Ro-vdSBPGud7Dke6NcRp_jnmBu2RrGV6r0IFV9iPfsmPIqFnCoQicGkQAMRwBaqDaQQ_skIaeyqi0g_uo9rCpiurMqQVEPyc_OzLQm8ew-I5ZYVG_WShuzeYi6q9Ni45542qTPhpPlOnxctlXjVm8mUbsyE1IAXjWnlTT9GXmv6I7p1zbwCuFgZh0POXYWPnkIVfZ6QKWNjTd-B1gDARYNqOBKXXdfXXOuf3E4-vbI9fgTbehsNmq9HobuKbmgJ1QbIjIZTFs=&p=3&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
4706,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXtnq9IynOG-fp35FDERBNW1CMTOLWUi7myp7X7VGc_93lmtQRfYNiRIoWXS2LshC2BGdi2o6eXucm_zRHKZDEss5oS6EKmgX6KE8TChSuustNgDymxFXlyPufh010TUtiMrIHBMbS4emQAoyktfpDOoT9t3Yq0uRHOCx0evTr_3b1O0KE-xq-dr5rjz-_47LmgCgLP72bE7guY1i9vnRjAN8JOnqQWKbHjjpCIG7XpvbVCYeQ6wayjXmVXEf2poANkkym9X54TF8qYqooUn9zsYZODJljaFw5X7abX_IJnwA6B2zp3rBduN27jB3C8DbIPpAe3dyx4862EVibFhmu5GiualyGCO8SGCQC3RA7BSY=&p=4&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
4707,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-esVjXkNBXf9kxacEZ8m90M8pxY_cGfoyFUGXfP79J6W3RoF2BgVRXovjjVCpCWjJmacmxM-0HxSXJdQaxQHUa64lfKYsIq6r4hbZbJ-L13fesOFRbs5Bhp2ttdWQphzbWg21PuzighKKKi6LYvwjqn-Y5K9M5c5KVAzv6upOiXaCm_D0J6p4DoV46AgeY_oP60CxDrYXfC90Uxaxt-jO7kXGo3iKjLaa94hP8rZNMyXB3ouPGiWHw0L2Hk10waFYTsOCREZDBWqDUXuZ0-m2-i0WYp6JhOw2rx_4uX-tNr7CExE0qghCcZdx0i31uYpqbgnrGFllNqiCOhiNPeoWKNV9hDox41nwr8=&p=5&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
4708,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WTbMaovN8axTYj9uo3283HUFQHTLBLEK3QCdbx6XdrTv43BE0buVEdnIfvGDcIlwGQzZrhHpy4mbt_Gn_t66JuDJxRyfjdn_AA7ily9XtM_dhQ2Z7w_lWOeGUZGNGu7HLiAs8-Pt2p2AQ0fOIzLEhY8Hg2mN1HqCRaP3feWNfmgUVISBRYhWvRDBamdK0dg32E9FQXAHbHPga4QcZE3aGDDpEt7FTapBtsigAch_lg8y6E7ZwRaaxzPoPvDbnVedy5udRPaQ9y5TyxxllKrXYaOeaN4rDIl4aV0SBfj4gD2zS2C9vB8MNMwnlBvehvg47pibkoM5ah6l1bHD85hsvgpMu6ke1gP61myDHFAqGT3FHYBfXA96ERpS1I4EutRO6&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
4709,"Biomarker Technologies, Inc.",Data Entry and Analysis Technician,"Rohnert Park, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dz2cZBvGpavQ4MlbaOYJAwcrxD8qXhWmLjt4_zsomU9roExIXWUfeP-FJzaYPSCcAkmZxb2Iqc-8LUsA3a9NSfzCQCRrZgq3bcUvtGyGlrsY0A3XDLxfjjOpLe954RMz8y177yexlj-tNwPvDzSJK9tv3-V-vaZeuF-Yc1kvdxuRSzER_2pv7iLI_fTdJuCc50WSvd9G-dWRPneMwioqTTZAqeWdZnnrWc-v2zxdvl7yH-PwDSTQfxmHwVz_wDlIG1vGeiJSQHYddHnID7yOHgre8Sb5BcVFXRiPxtcIVRlp5bo75VFAdUD5HYkF2YzCcB7d5yTJRNsxNgo7s11oYxjeCGkgsghuQWs7P1EbAi31-G86qsh0veFSjDiH0Cvh39LiRysU3tHJNOWzVyha27Q_xR4HIgxmpzFvpnG6mPaN5fhPLuVjLIWp4yn-iUT8tjLRFavnJRF9XL4DhkMkcOvQlbaCP7caUi-uqAgMTdi3ziJT-mHWykFlBE-H9PLobGubvd9in1sQ==&p=7&fvj=1&vjs=3,"$31,200 - $34,000 a year",38.3396367,-122.7010984,Full Time,Data - Other
4759,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2AeVDaHbwil0QZJr6LJ3CxjAm2ShC8PT-0KyVcSswFmB1DhBxAjGlEalq9IVP7ezpUcY-WYU7kjiVCh5NSWPHgz0h6jJBxarvVO9chIQFciT2CupVKu_SLDoA8iQTHXDNb3LqjyioCSwklxyY9lBfxQ19vsjbwytcDf_4IT0B5Zdtb-k3qDvcQRBwXemyqkLf6QRq4c0Z8BvUSSXB0vFNHJm2WRrnuUIy3u3bhjs8hG_ns5LvQCXm9Fa8wF8K-8oSZfyj6ZoVp9UCgGj2BhRb-P04_NE5zT9UNmW5d0KP_nikxUgfkmguXagdbJ5iW4t7EQd6f_2kK2zQNuWp-SpK5K3IBkUQ5TZ_&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
4760,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXtnq9IynOG-dMXmxL6wnPj14-lM6cdNaPsNRmgw3yY_MzM5gyl_p9ixEBc6OIPvyZdf7X3H3ccqmMTFAvNrY-H1h9HkegbsGpAvvOAI-69MtKftxS-g6k_JFFzOsu-vf5JBp3u9kGGfuaOYDK-pkdGUBYT7dqsJ1n-Fj-s5666fo33sNs9KzUb7XQJDF_SixGpk7BU8hU5Kj6xFRodpv4N5biyKEnuNFFNIlGbsMD_suyLaNe2MtC1_ea-g2TnXiJnQuLghgm9IgK13yyWnPEWFa4mB7bEfS4l9B0xih7-vV-FmuWAps8CPg0pPbazjQ6bn_X_kN3PWNjA9zn08Z-zS3HClQDxE11a-QHqsyjNTM=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
4761,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEuC2_H5q1ZJAjhrqWaDocfsCh4ejX_ClVoLZ5AX5fKf0FWcsBi5deWXeoYd9eOq7NeRDv7nO0fyUlg3jXKWpSseV_TCopt-HTBBd5LJpoEjmWvOvAgZY3XI2OnWn3Qs-OTd2GSyo1K_LSQ8G_UdaJyLIiEthza7YHYFMb-LjsqEEDItf4-nOsOt1dCPVwkZyeU49P6S49I780mWUb2sBliAh10IwPDGuOfxSKXRDsXsDw_bQ5luN7DDB_TUujQ21Ax5Nl1xhZVcOgqGIFaa9TC9Io989Fk68mwBCe5oKrCSh7bmsxFwnc6RiTcZoNa-mYJSMCdHHHY10tK63uSo_pFmQ==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
4762,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLe0UWI3jTQHfOseDbXzZNUH_Sw85j0NkG7qEMzXFi76gWonq-50w3fifm_5NpaO7ICXK0rJWRamp0S_MNgJoYyRub4OQkbvl3-uM3qV2SPTJWi5xC02-OMPYu084-uR-ZJ0ItwPPw58RdBIcu10p4yERnyHR4eDidaxv7SRf5CfwAMLXaCYKb8ZS3IVWniQ-JCGgpQ3h1xRQjD0_s_palf1IB5qdW5H0U-Tu363behgD7EvMX2NvAv8H86IvQ5bYk9MEulAfSG7XqBcnh1eE6Td2zGolDMr1aaLUhKiNs7-2lZCfsmLibhYVavanP1J_fndf-s3uW2D_QZk_gDTlUU9RD-MpaJ0WEBftPRcPsUqQ=&p=3&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
4763,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-etP9Etk71e7xlY6wmirGPbQkn6PzF4COjkwwJNb_niYWa3BL8mfIOKlHV_Vk82Rfk5F46I_0oMY_67VV1CX7mjBTDF_j-Tv3UTNOfNsgxlWNkCZx9pV4AGbud2jmxyaH1HVZuAMI_zunHUsO3Mw2j1MZ3TQOAPY8gfZpwA9wTQlDP7gsHwxJtFCNpponiWVlJ63l-wo0lrCafCvl9hrEoMk6HjMYmYt_jCmp0hJd5gzEwswyEkIX1w9kzSoaRb78my4-w5loRVz-CNgAZ9jLy38lgvzEwD39G4Dh0XPVt79rSiWJTxXPXV-l-szEouPIkbTAwyQwFjxAjLjBCDv-fGpFu9PqnGYpwg=&p=4&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
